info_id,overview,rating,votes_count,runtime
4499,"A Wealthy housing estate, where the local community leads a quiet life with close relationships. Everything changes when 18-year-old Adam disappears without a trace. The danger escalates ...                See full summary »",,,
4500,"Tells the tale of slacker, Nipis who becomes a reluctant hero when a zombie outbreak robs him of the only life he knows.",4.4,284.0,97.0
4501,,4.8,641.0,96.0
4502,"Filmed at the legendary Beacon Theatre, Sebastian Maniscalco continues to deliver his signature comedy style that blends high-energy physical acts-outs and hilariously demonstrative facial expressions.",7.4,974.0,63.0
4503,"Jim Jefferies talks about family life and challenges the idea of American freedom live on stage in Nashville, Tennessee.",7.7,,86.0
4504,A socially awkward teen bonds with a group of misfits who plot to abduct the schools arrogant rich kid until their kidnapping scheme turns deadly.,5.5,434.0,98.0
4505,"The McKellans are back to spread Christmas joy in this holiday special about the importance of family, forgiveness, and empathy.",5.7,164.0,28.0
4506,"Leon is a man with a mission. Counting solely on the kindness of strangers for food, shelter and fuel, he travels around the world on a vintage motorcycle looking for the good in humanity. ...                See full summary »",8.1,383.0,
4507,"Stella - the fierce and feisty bird from Angry Birds - joins her best friends Dahlia, Poppy, Willow and Luca for some fun new adventures! Together they explore, create, rock out and laugh.....                See full summary »",6.9,87.0,6.0
4508,"The singer of an indie band has to save his girlfriend from a dark destiny, despite his constant memory gaps.",6.9,519.0,
4509,Carolina discovers that she can't have children the same day that her husband leaves her for her best friend. She attempts suicide and is hospitalized in a psychiatric clinic.,5.7,894.0,116.0
4510,"When a cursed devil's charm' bracelet shows up at a sorority house on Valentine's Day, each girl tries to make a series of wishes, and each finds that unintended consequences are the primary purpose of Satan's sinister strategy.",3.5,135.0,78.0
4511,Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.,5.8,352.0,
4512,A girl who has 3 ghost friends now lives with her sister who is getting embarrassed with the girl's ability to see ghosts.,5.7,429.0,92.0
4513,"Iliza Shlesinger performs in this standup talking about dating, feminism and some of the intricacies associated with being a woman in the 21st century.",6.6,,77.0
4514,"A portrait of Zion Clark, a young wrestler who was born without legs and grew up in foster care.",7.2,,12.0
4515,"""Beautiful World,"" tells of an incident of school violence which leaves a young boy on the precipice of life and death as his family seeks for justice in his stead.",8.4,94.0,60.0
4516,"Plot kept under wraps. Described as a character-driven, romance-heist movie.",,,
4517,"Little Singham's biggest enemy, the demon Kaal, is back and badder than ever -- but this time, will he succeed in destroying the world's best kid cop.",5.7,15.0,69.0
4518,"In a typical American suburb filled with middle class morals, a lonely 59-year-old, Stan, contributes to society by offering cremation services from his basement. In fact, Stan murders ...                See full summary »",5.7,743.0,86.0
4519,"A group of young robbers, specializing in robbing shopping center security guards, are raging through out Gothenburg.",6.8,,93.0
4520,"The short tells the story of Pari, a 14-year-old girl who dreams of becoming a pilot while growing up in a society that doesn't allow her to dream.",7.3,536.0,15.0
4521,PULANG is about a man from a village who sails around the world hoping for riches as his wife waits for his promised return for - 61 years.,6.7,571.0,120.0
4522,"Horse girl Special Week has moved from the country to the city to attend Tracen Academy. There, she and her classmates compete to win the Twinkle Series and earn the title of ""The County's #1 Horse Girl.""",7.0,150.0,23.0
4523,"Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",4.5,,135.0
4524,"The ventriloquist, Jeff Dunham, taped his second Netflix special in his hometown of Dallas, TX in the American Airlines Center. He returns with his normal cast of characters including ...                See full summary »",6.9,983.0,58.0
4525,"Comic and actor John Leguizamo examines the repression of Hispanic culture throughout American history in his one-man show ""Latin History for Morons.""",7.5,609.0,
4526,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",6.4,42.0,55.0
4527,The violent political suppression of the roots reggae movement in Jamaica told through an investigation into Jamaican politics and the CIA's involvement in the mysterious shooting of Bob Marley.,6.9,,57.0
4528,"Canadian comic Katherine Ryan's stand-up special packed with anecdotes, jokes, and a pertinent take on society.",6.8,,65.0
4529,The start of a legend to include all the ups and downs of living large.,,,
4530,Rachel Dolezal becomes a social phenomenon when she passes herself off as an African American and becomes the head of her local N.A.A.C.P. chapter.,6.2,,100.0
4531,A corrupt ally gets legendary insurgent hunter John Ravane to prevent sleeper agents from taking over New York while Ravane's daughter is kidnapped.,,,
4532,"In Wyoming, Sweetwater town sheriff Stan Blaine finds himself in the middle of a range war between greedy cattle barons and newcomer settlers who compete for public lands and unbranded stray cattle.",6.2,493.0,81.0
4533,"The series focuses on 5 colored bunnies (Turbo, Big Boo, Iris, Shiny and Hopper). They are usually in Sunny Park and always have an adventure...",6.8,74.0,
4534,"A group of millionaires hire their own hit men against each other in a secret, deadly game. Based on a graphic novel by John Wagner and Arthur Ranson.",,,
4535,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",5.5,395.0,61.0
4536,"It follows the story of Meghna, who gets embroiled in a series of events after her phone gets stolen.",4.5,394.0,104.0
4537,"Gabriel ""Fluffy"" Iglesias discusses his teenage son, encounters with Snoop Dogg and an overzealous fan, and more.",7.3,,90.0
4538,"When the Goblin King kidnaps her sister, Emily Jones and her Elf friends head deep into a magical forest to save her. Based on the popular web series.",6.9,138.0,24.0
4540,"A man owns a group of international schools in Egypt, married to an authoritarian woman, and he has many comic situations with his nephew",5.5,174.0,
4541,"A stylish, in depth look at the renaissance in psychedelic drug research in light of current scientific, medical and cultural knowledge.",7.7,,85.0
4542,Tiffany Haddish introduces her favorite comedians in a series of stand-up performances.,6.3,506.0,
4543,"When Will and Sadie Foust inherit a house on a small, remote island off the coast of Maine, they jump at the chance to make a fresh start with their family.",,,
4544,"Heine Wittgenstein is hired as the Royal Tutor for four princes in the kingdom of Granzreich. They hate tutors, and he must find a way to teach them.",7.1,165.0,25.0
4545,"Rin, a young girl blessed with the power of song goes through on a journey trying to get to the capital to sing, little does she know, there's another girl who also has the power of song named finis.",7.2,329.0,25.0
4546,The Pajanimals (a group of friendly animal puppets) sing songs to help children get ready for bed in a series of segments aired on Nick Jr. UK.,6.7,89.0,2.0
4547,An orphan boy and his homemade robot friend work to free their country from an evil empire and its legion of robots.,6.3,80.0,22.0
4548,"When the Haskin family seeks refuge from Y2K hysteria in the isolated forests of the Sierra Diablos mountains, madness and terror find them there. Abducted by a vicious hillbilly clan, the ...                See full summary »",4.5,643.0,88.0
4549,"An adaptation of the Rudyard Kipling's ""The Jungle Book"", Mowgli, the boy who gets lost in the jungle now lives different adventures.",4.2,125.0,30.0
4550,"Damiano and Chicco are twin brothers. One is an unscrupulous manager and the other is a free spirit who earns his living as a horseman. Their father, Cesare, forces them to switch roles: in...                See full summary »",6.1,76.0,97.0
4551,"Some men infiltrate the retired chief engineer Arthur Jönsson's home. They look through the residence for a few drawings. Some time later the same men, who turn out to be former Swedish ...                See full summary »",6.8,,97.0
4552,"Ms. Frizzle's class sees every show on a pop star's New Year's Eve tour, learning about time zones as they attend all her concerts on the same night.",5.6,41.0,46.0
4553,"Meet Blues Jake, Jay and Jim, rambunctious bluebird triplets with big ideas that wildly succeed or hilariously fail. But no matter what happens, this fun feathered trio ALWAYS bounces back ...                See full summary »",6.3,148.0,2.0
4555,"Telling harsh truths about the modern music business, this riveting and award-winning documentary gives intimate access to singer/actor Jared Leto (""Requiem for a Dream,"" ""Dallas Buyers ...                See full summary »",8.0,,103.0
4556,"After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.",7.0,21.0,60.0
4557,Cellist Yo-Yo Ma and other international artists of The Silk Road Project discuss their philosophies on music and culture.,7.7,696.0,96.0
4558,"Fujito Chiyuki has a dream: to become a Paris Collection model. The problem is, she's too short to be a model, and everyone around her tells her so. But no matter what they say, she won't ...                See full summary »",6.8,168.0,24.0
4560,"This action thriller follows a young, successful lawyer, that in a course of a one day has to commit the perfect crime in order to save her family from a psychotic loan-shark",5.8,413.0,113.0
4561,"When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage.",6.1,702.0,88.0
4562,Plot speculated. Story pitched on Twitter centers on a scheming character portrayed by Rihanna and her computer-smart best friend (Lupita Nyong'o).,,,
4563,"Meet Yukimaru Hanako, a 22-year-old and a fresh young reporter from Hokkaido. She's just been hired by a local television station to do field reporting, and we are here to watch the launching of her career.",7.3,267.0,
4564,A visually stunning documentary that reflects human's relationship to other species on Earth as humanity becomes more and more isolated from Nature.,8.3,,98.0
4565,"Jeff and his characters Walter, Peanut, José Jalapeño, Bubba J, and Sweet Daddy Dee for a live show.",8.0,,76.0
4566,"After giving birth to her first child, a happily married woman sees her picture-perfect life spiral out of control.",6.7,,100.0
4567,"While investigating an actress's supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep.",7.2,471.0,
4568,"A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit.",,,
4569,"Ayano Hanesaki, a first-year student at Kanagawa Prefectural Kitakomachi High School, has a badminton ability able to surpass others effortlessly yet avoids playing the sport. She meets ...                See full summary »",6.4,314.0,24.0
4570,"Dilan and Milea officially date. But Dilan is threatened to be expelled from school due to involves in gang fights. One day, when he is planning to fight again, Milea asks him to quit the motorcycle gang or their relationship ends.",6.7,912.0,121.0
4571,"When a seventeen-year old aspiring dancer is uprooted mid-semester of her senior year, she finds herself in a small East Coast high school where her heart will be divided between two boys, ...                See full summary »",4.8,544.0,89.0
4572,Sequel based on the 2017 film.,,,
4573,A dramatic story about a girl and her giving father.,6.3,,107.0
4574,"In a world shaken by an epidemic of madness that spreads through language and speech, a former linguist Murat Siyavus who has been at a long lasting hideout, is the only person mysteriously...                See full summary »",,,
4575,"Plot Unknown, Reboot of 'Heartbreak High'.",,,
4576,"During the inaugural party of one of the largest malls in Asia, a newly recruited security guard must work to stop a supernatural threat.",4.9,951.0,124.0
4577,"Roos does not believe in one-night stands. True love is all that matters to her. When its major competitor threatens to swallow her mother's cosmetics company whole, love seems more absent ...                See full summary »",3.9,129.0,88.0
4578,Agents from diverse Spanish local police forces are called to form a special team.,4.6,,95.0
4579,"""In the deep jungles of South East Asia a blood thirsty mercenary Sebastian, hunts for the thrill of the chase and victims to sell into slavery. In one operation he kills a peaceful local ...                See full summary »",4.1,,90.0
4580,Six close students in a small New England town college wrestle with the normal tensions of relationships and friendships; until one of them is murdered.,,,
4581,"MARGARET POWERS, a middle aged, middle class doctor of pathology, seeks a path of vengeance when she captures and tortures the young man she believes murdered her son, but in a bid to ...                See full summary »",4.3,376.0,80.0
4582,A squirrel embarks on a journey to find an animal sanctuary.,,,
4583,"Zoey is excited to tackle second grade, but when danger beckons, she sneaks away and with her signature call out and transforms into StarBeam, the speediest, most powerful and most enthusiastic superhero to ever sip from a juicebox.",6.9,71.0,
4584,"On a trip home to Italy to visit her father, Jenny is thrown into a world of mystery, horror and legend as she is compelled to discover the truth behind all his secrets and lies.",5.3,,86.0
4585,"Hardened DEA agent, Cole, descends into the dangerous underworld of Tijuana, Mexico in search of his journalist ex-wife who he believes has been abducted by a charismatic Cartel boss with aspirations for public office.",3.2,753.0,90.0
4586,The history of Hong Kong martial arts cinema and its influence.,6.6,996.0,107.0
4587,"The trial between Hulk Hogan and Gawker Media pitted privacy rights against freedom of the press, and raised important questions about how big money can silence media. This film is an ...                See full summary »",6.5,,95.0
4588,"Six friends decide to undertake a gruelling mountain trek, only to find that the difficulties in store for them are not merely physical. They experience strange and unusual incidents which put their lives at risk.",4.3,182.0,104.0
4589,"A master of the one-liner with an absurd rambling style, Zach's sharp, resonating humor makes his show at the famed Purple Onion in San Francisco one of the funniest performances in recent comedy.",7.3,,72.0
4590,"The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.",5.7,281.0,
4591,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,7.3,70.0,24.0
4592,Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures.,,,
4593,"Two young people meet. A fateful encounter - the proverbial love at first sight. He is Emperor Franz Joseph of Austria-Hungary, she is Elisabeth von Wittelsbach, Princess of Bavaria and the sister of the woman Franz is to marry.",,,
4594,UK is the most surveilled place in the world. It is home to more than 6 million CCTV cameras -- about 1 for every 14 people -- that operate 24/7 and generate more than 1 billion hours of ...                See full summary »,6.8,44.0,
4595,"Sequel to the 2017 movie ""Dear Nathan"" follows the continued relationship between two young people in love.",7.7,257.0,101.0
4596,"Uniquely intimate documentary following the stars of Monty Python as they reunite for a final time to stage a marathon ten shows of Monty Python Live (mostly) - One Down Five to Go at The O2, London in July 2014.",7.6,544.0,90.0
4597,Writer/actress/comedienne Chelsea Peretti presents a re-imagining of the hour-long special.,7.0,,74.0
4598,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,7.7,,85.0
4599,"Ricky, Julian and Bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo.",6.1,972.0,74.0
4600,Undercover cop Nico Giraldi travels to New York and Las Vegas to find a crooked cop who gave his squadron back in Italy a bad name.,6.0,316.0,91.0
4601,"To better connect with other people - and her own emotions - an HR manager seeks the mentorship of a coveted escort, who soon opens her heart.",5.7,53.0,91.0
4602,"Crystal Winter is the daughter of the Snow Queen and will someday rule over winter, however, Jackie Frost and North Wind have other ideas it is to curse the King and Queen. Crystal runs ...                See full summary »",7.6,224.0,90.0
4603,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more.",7.4,,63.0
4604,"Nadiya Celebrating the joy of creating and sharing her favorite homemade cakes, bakes and delicious pastries alongside exciting new recipes inspired by other passionate bakers.",7.1,186.0,29.0
4605,On a quest to find a new home young Pluk in his little red crane wagon end up in the Petteflet. He moves in to a little deserted tower room and quickly befriends some of the inhabitants and...                See full summary »,6.2,700.0,91.0
4606,"Def Comedy Jam 25 celebrates the impact and legacy of the groundbreaking HBO comedy series Def Comedy Jam, which debut 25-years ago running from 1992 to 1997. Def Comedy Jam 25 celebrates ...                See full summary »",6.7,,80.0
4607,Short episode series about two actors trying to break through in Hollywood.,7.2,116.0,
4608,"The film begins with the sad state of affairs in a village, where politician turned Industries Minister Patil and his brother with the help of local politician Kulkarni ( Vaibhav Mangale) ...                See full summary »",6.3,122.0,145.0
4609,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",6.6,455.0,
4610,"Jin Ari, the main character, is a cheerful 12 year old girl that loves art, fashion, beauty and making people happy. With her friends Sunwoo Min, a tomboy, and U Suha, a proper lady, they ...                See full summary »",6.6,37.0,12.0
4611,"The Indian army is a family of several regiments, each of whom have their own history, identity, and glorious traditions. Regiment Diaries is a tale of the Indian Army - a living chronicle ...                See full summary »",8.8,66.0,
4612,"Follows pregnancy and birth in prison, including the 'Wee Ones' program at the women's prison in Indiana, in which well-behaved prisoners are allowed to keep their babies in a nursery wing with other inmates as nannies.",6.2,110.0,120.0
4613,Based on true events about the earthquake of Mexico in 1985 who claimed the lives of more than 40.000 people.,5.9,605.0,94.0
4614,An investigative look on the baseball card scandal during the 1990's.,5.9,959.0,85.0
4615,"Zenos who was once defeated by space cops, is not dead yet. Hundreds of years later, a space pirate gang DanDanDan (Kara, Dante, and Dancho) finds Zenos being confined in Asteroid Crete. ...                See full summary »",4.3,10.0,
4616,"In the parking lot near school, a car-trap explodes. Johan Falk is on the trail which leads him to a man from his past, who served 8 years in prison for murder.",6.2,,92.0
4617,"When pressure threatens a ballerina in a new lead role, she and an outcast dancer create their own world, free from others' expectations.",,,
4618,"Concerned by a rising rock-n-roll influence on a growing liberal fanbase, President Nixon invited Johnny Cash to the White House to solidify his base in the traditionally more conservative ...                See full summary »",7.1,,59.0
4619,Ride with the real players on both sides of the law of the dangerous business of narcotics in different locations around the world.,6.6,282.0,39.0
4620,"Six heroes, the Toa, fight against the evil Makuta's forces which are threatening the beautiful island of Okoto.",5.5,157.0,22.0
4621,Chelsea Handler explores explores how white privilege impacts American culture and the ways it's benefited her life and career.,4.4,,64.0
4622,Six friends want to become popular by recording their adventures to be uploaded to social media accounts. They choose to go to the abandoned apartment and suddenly open a portal to the magical world and infuriate the portal guardian.,5.1,533.0,97.0
4623,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger,7.1,,49.0
4624,Hugo Sanchez is tasked with leading the Cuervos into the Duel of the Birds tournament despite his personal life pulling him back toward the family business.,6.5,746.0,
4625,"A man named Jacques Mornard arrives in Mexico in 1940, claiming to be a Belgian who is fleeing the war in Europe to join his girlfriend, one of refugee Leon Trotsky's secretaries. But ...                See full summary »",6.6,783.0,125.0
4626,"Things have changed for the charming foursome, the Merry Men. They've hung the boots on robbing the rich to give to the poor and focus squarely on running their businesses. AYO ALESINLOYE, ...                See full synopsis »",6.7,56.0,115.0
4627,Noir thriller about a criminal seeking redemption by tracking down the daughter of the woman he killed. Along the way he is haunted by his guilt in the guise of the woman's ghost.,5.5,361.0,80.0
4628,"A young man is stood up at the altar. His overprotective mother decides to join him is what would have been his honeymoon, so as not to waste the trip. He ails while his mum enjoys the trip of her life.",,,
4629,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,8.2,13.0,11.0
4630,"The definitive portrait of the late English football manager Sir Bobby Robson, one of the game's most inspirational and influential figures, whose legacy lives on far beyond the football field.",8.2,,104.0
4631,"Combining the comedic forces of Jeff Ross and Dave Attell, and filmed at New York's Comedy Cellar, the series features zingers, audience roasts, celebrity cameos, and mic bumps.",7.7,,36.0
4632,A real-life story about a high school teacher and football coach who is diagnosed with Lou Gehrig's disease but refuses to give in.,7.3,128.0,100.0
4633,"Year 2002. Japan's gymnastics world was once strong. Former Japanese representative Shoutarou Aragaki (29), who devoted his time to gymnastics, was unable to perform as expected. Even so, ...                See full summary »",7.5,93.0,
4634,Plot under wraps.,,,
4635,"Four women in the Miller family: teen daughter Eva, her mother Judith, aunt Barbara and older half-sister Anna, work their way through the chaos called love. The result is a roller coaster ...                See full summary »",4.9,963.0,92.0
4636,"Host Felipe Castanhari explores science, history, mysteries and marvels, uncovering mind-blowing facts with help from his lab buddies.",7.7,638.0,
4637,Tells the story of a family as they search for a lost fortune around the streets of Dublin.,6.3,,83.0
4638,"A reckless teenage drifter robs a local drug-dealer, he becomes the owner of a giant pile of cash and the target of two vicious killers.",5.3,448.0,87.0
4639,"If four couples meet at the same party, and a honey-sweet relationship begins between them, a surreal love out of nowhere - If every phase of the relationship is a situation comedy, where ...                See full summary »",5.6,,95.0
4641,"A geneticist wakes up from an accident with only fragments of his memory is forced to relearn who he is via his twin brother. But as he digs deeper, he discovers he might not be who he thought at all.",5.4,,98.0
4642,"Everyone in the Osayande family worries about Isoken. Although she has what appears to be a perfect life - beautiful, successful and surrounded by great family and friends - Isoken is still...                See full summary »",6.5,266.0,100.0
4643,"A young man of Wallisian origin in New Caledonia defies his father to go and play rugby in France. Living on his own on the other side of the world, he learns there is a price to pay to find success.",6.4,695.0,103.0
4644,"Ventriloquist and comic Jeff Dunham takes to the stage to provide fresh comedic material with his classic puppets Walter, Peanut, Jose Jalapeño and Achmed, as well as with two never-before-seen characters with their own unique quirks.",7.5,,97.0
4645,"Based on the biblical story of Adam and Eve's first two sons, Cain and Abel is about Cain's jealousy towards his brother Abel. Lee Cho In is a very gifted doctor who has everything that he ...                See full summary »",7.7,235.0,
4646,"The suspicious death of Alberto Nisman, investigator of the attack on the headquarters of the AMIA in 1994.",7.7,515.0,373.0
4647,A physics student who's also a substitute teacher catches a English student cheating on a test. She sets out to prove she didn't cheat and he finally believes her. She doesn't like him at ...                See full summary »,7.3,125.0,
4648,"In the wake of his older brother's death, 13-year-old Dayveon spends the sweltering summer days roaming his rural Arkansas town. When he falls in with a local gang, he becomes drawn to the camaraderie and violence of their world.",6.3,501.0,75.0
4649,"Facing goodbyes and graduation, Naomi Nakashima, her childhood friend Satoshi Mochida, and their classmates, are clearing up after their last ever cultural festival, when horror buff class ...                See full summary »",4.7,420.0,93.0
4650,Animated series based on the world and characters of Roald Dahl's 'Charlie and the Chocolate Factory.',,,
4651,"Set amidst the height of the Philippine government's crackdown on illegal drugs, high school student Joseph gets tangled up in the chaotic underworld of drugs and corruption.",6.5,385.0,
4652,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.",4.0,191.0,101.0
4653,"Based on the true story of Dr. Nise da Silveira, a psychiatrist in Brazil who treated her patients with art instead of electroshock therapy.",7.7,,106.0
4654,"Tomas Milian as the unconventional undercover cop with a pet mouse named 'Serpico'. Still difficult for an investigation commissioner Nico Giraldi, this time struggling with a gang who commits theft in luxury apartments in Rome.",6.4,311.0,102.0
4655,"A man is tasked with solving the murder of a woman, but must relive the day through different hosts.",,,
4656,"Through interviews with victims, members of the clergy, journalists, and experts, this series looks at the accusations of child abuse against catholic institutions in Spain.",7.9,379.0,154.0
4657,"An Italian-American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.",6.6,588.0,32.0
4658,Police management gives Johan Falk and his colleagues at the group for specific action orders to deploy all means against organized crime when a female prosecutor subjected to an explosive ...                See full summary »,6.6,,94.0
4659,"The life of Italian Tycoon and politician Silvio Berlusconi, told by himself.",6.4,746.0,98.0
4660,A member of the public is given a second chance at life when mentalist Derren Brown makes him realize how important life is by tricking him into believing that a meteor has hit the earth which is now populated by zombies.,7.9,955.0,60.0
4661,"This film follows 9 girls from Haiti, Nepal, Ethiopia, India, Egypt, Peru, Cambodia, Sierra Leone, and Afghanistan on their journey to education.",7.1,,101.0
4662,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",6.6,475.0,
4663,"Ask the Doctor addresses the latest in medical treatments and the future of health care as we know it. From how to treat the common cold to the future of genetics, our medical experts ...                See full summary »",6.6,261.0,28.0
4664,,8.0,6.0,
4665,Round Six depicts a story of people who decide to become the players of a mysterious survival game that has a whopping 40-million-dollar prize at stake.,,,
4666,"An honest portrait of five women who go through the night looking for other possibilities of beauty, while discovering the passing of time, lost youth, the mirage that is fame and the chance for happiness.",7.3,534.0,92.0
4667,"Follows the people racing to bring the hot new 3D printing technology to your home, documenting the ""Macintosh Moment"" of this revolution and exploring what it takes to live the American Dream.",7.0,,100.0
4668,"An inspiring true story of Zara, a successful doctor who lives in Wales, and Halima, a young 13 year old girl who is about to be wed in a rural part of Africa. However as time goes on Halima develops a disease, which she gets shunned for. Through out her journey she is some what alone until her path collides with Zara. The day they meet their lives change forever.",7.2,75.0,107.0
4669,Plot Under Wraps.,,,
4670,"A crossover spin-off of the Filipino hit TV series Lobo and Imortal. The race against humanity, vampires, and werewolves fighting together in an all out war for power of their race. Who ...                See full summary »",5.9,119.0,30.0
4671,"The life of Fumio Demura, the greatest karate master of a generation.",7.1,843.0,80.0
4672,"The story of the Macondo city and five generations of the founders family, Buendia.",,,
4673,"In 2017, Ryan Bernard opened the doors to R Bernard Funeral Services, offering complete, yet affordable funeral packages to help his community deal with exponentially high funeral costs.",7.3,312.0,
4674,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",,,95.0
4675,"In a time when America's economy was crumbling and sense of community was in question, one guy left everything behind to see if he could survive solely on the support and goodwill of the 21st century's new town square: Craigslist.",6.8,,90.0
4676,A grandmother marries a much younger man to the dismay of her relatives.,5.5,509.0,97.0
4677,"A U.S. Italian actor is deported to Mexico by crooked I.N.S. agents, and a pack of orphans help him find his way back to America.",4.7,118.0,90.0
4678,"A man, with an incredibly stupid laugh, tells jokes to an audience.",7.2,,62.0
4679,"Smart and brazen comedian Iliza Shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women.",6.9,,71.0
4680,"In this Netflix special, Chris Tucker returns to the stage he loves and showcases his mind-blowing comedic chops as he shares his experiences from childhood to the big time.",6.3,,92.0
4681,Jhilmil and Virag move to their new house with son Rohan and Jhilmil's younger sister Radhika. There is an old tree outside the house. The tree and the house are haunted by the dead.,5.0,651.0,106.0
4682,Plot kept under wraps.,,,
4683,"A night of reunion in Paris goes horribly wrong for two friends when they recklessly decide to mess with the wrong taxi driver, finding themselves on the wrong side of a punishing manhunt.",5.5,,80.0
4684,Anomalies in the Earth's atmosphere cause irregularities in telecommunications that affects one man's future. Feng Ying is an internationally renowned cyclist and a star in the sports world...                See full summary »,7.1,26.0,
4685,Three men unwittingly become a prey of a ruthless don after their quick-rich schemes goes awry.,7.5,,137.0
4686,A groomsman must navigate a slew of disasters to maintain order at his best friend's wedding reception.,4.7,205.0,112.0
4687,Three comedians are sent to a haunted location and asked to investigate. The one who is deemed the biggest 'chicken' gets a punishment. Subtitled.,2.7,121.0,22.0
4688,"Petru is a professor of mathematics at the Polytechnic University of Bucharest and leads a carefree life. He's in an open relationship with Irina, who overlooks that he sleeps with other ...                See full summary »",6.6,395.0,100.0
4689,"The Rescue Riders have been asked to find a precious golden dragon egg, and keep it safe from evil pirates.",5.5,124.0,46.0
4690,"While out fighting off ninja pirates, Puss stumbles on a fairy tale book. When he opens it, the adventure begins, as the viewer must choose each outcome, eventually freeing Puss from the book.",5.4,522.0,23.0
4691,A journalist gets caught up in a terrorist plot in Moscow while investigating the Russian secret service.,6.1,,115.0
4692,"Comedian Dave Chappelle makes his triumphant return to the screen with a pair of blistering, never-before-aired specials from his personal vault.",8.7,,66.0
4693,"VERNON RICHARDSON and IMANI TOWNSEND meet unexpectedly at a cozy Jazz club, unpretentious, and unaware, they're a match made for heaven on a popular internet dating website.",5.0,136.0,96.0
4694,"Manuela and Olmo meet again in a future as they had promised fifteen years earlier as teenagers, when they lived their first love.",6.6,827.0,108.0
4695,"Impoverished teenage siblings struggle to live together, with one hoping to escape living in her ne'er-do-well brother's shadow.",7.1,144.0,45.0
4696,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end times fantasy.",6.8,,71.0
4697,"BOMBAY ROSE is a beautiful hand-painted animation created by award winning animator Gitanjali Rao. Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested by duty and religious divides.",6.1,520.0,97.0
4698,"A once famous, and now washed-up, Hollywood Screenwriter, fighting to finish his latest script with an unrealistic deadline. He finds himself in the center of a murder investigation ...                See full summary »",3.9,569.0,98.0
4699,Barangay 143 follows the coming of age story of a young man in search of a father and how he finds an unlikely family in a team of misfits trying to bring glory to their hometown. It's a ...                See full summary »,6.4,27.0,
4700,"The medieval quest of sixteen-year old Tiuri, who risks his future as a Knight to fulfill a promise, and in so doing discovers adventure, honor, valor and love.",5.9,,110.0
4701,"This series dramatizes the life of Juana Inés de la Cruz, a renowned writer, nun and influential political figure in 17th-century Mexico.",7.6,501.0,
4702,"Comic Jimmy Fallon hosts a celebration of achievements in television and film, with actors Steve Carell, Anna Kendrick, Sofía Vergara and Brie Larson presenting awards and Golden Globe ...                See full summary »",5.5,629.0,180.0
4703,"Chiara is looking for a man able to remedy her frigidity but a misunderstanding leads her to Orazio, a dreamer who has not had a relationship in years.",5.3,498.0,85.0
4704,"Neal Brennan is taking multitasking to a whole new level in this stand up special, which features the comedian switching between three different microphones symbolizing three different styles of comedy.",7.9,,65.0
4705,"A documentary that explores Bob Weirs life, through the Grateful Dead, Ratdog, and his childhood.",7.3,,85.0
4706,The battle for succession that continued for three generations of shogun in the Keichou era culminated in a gruesome battle of ninja arts between the Kouga and Iga clans. Amidst a rain of ...                See full summary »,4.7,135.0,
4707,"An 11 year old talented soccerplayer, Remco, has one big dream: to be selected for the national team under 12 years. His father Erik coaches him and everything seems to work out fine, until...                See full summary »",6.5,,90.0
