info_id,movie_id,runtime,rating,votes_count,overview
3419,3331,,4.9,292,"The series centers around brother and sister team Juni and Carmen Cortez as they attend Spy Kids Academy, a top secret spy school for kid agents. When a new counter-spy agency threatens the... See full summary »"
3420,3332,60.0,7.9,337,"As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top."
3421,3333,96.0,5.0,455,"Abel (Daniel Grao) is a politician dedicated to the struggle for the most disadvantaged and Nora (Natalia Molina), his wife, is the unconditional support for him and who keeps an important ... See full summary »"
3422,3334,23.0,6.8,2312,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty."
3423,3335,,,,"America's first female president, and her wife, The First Lady."
3424,3336,88.0,3.6,2076,"When a child-stealing demon attaches itself to a little girl, her family is thrust into a battle against time in order to save the girl and send the demon back to hell."
3425,3337,,,,Tells the events of an italian-french police squad that operates in Quai des Orfevres's departement in Paris.
3426,3338,134.0,7.4,32708,"Pirated DVD seller Zafer who is formerly an extra in movies; swore to give up illegal works when his wife wanted to get divorce. To win his family back, he and his old-fashioned crew ... See full summary »"
3427,3339,,,,"Series focusing on the Planeswalkers, Magic's unique magic-wielding heroes and villains, as they contend with stakes larger than any one world can hold."
3428,3340,87.0,6.8,3310,"When their entire lives shatter, two Bedouin women struggle to change the unchangeable rules, each in her own individual way."
3429,3341,59.0,7.0,593,"Competitive food show celebrating the families who make ordinary food extraordinary, presented by Zoe Ball and Nadiya Hussain."
3430,3342,,6.8,885,Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.
3431,3343,72.0,7.1,89,The Octonauts create a Mantis Shrip Robot to save the oceanic creatures from a tsunami and volcanic eruptions in the Pacific Ring of Fire.
3432,3344,89.0,5.4,3054,"A woman engaged to marry a self-centered film and stage director/choreographer falls for a caterer whom she kisses, as does he for her."
3433,3345,,,,"An immigrant in search of the American dream who, after being forced to take a room in a boarding house, finds herself in a nightmare she can't escape."
3434,3346,60.0,8.2,421,"This drama is a Crime Suspense centering around a headstrong anchorwoman who becomes the suspect in a murder case. Her estranged husband, who's a lawyer, decides to defend her and hence starts their journey to fall back in love."
3435,3347,94.0,3.3,2734,"A young couple moves into their dream house, which quickly becomes a living nightmare upon discovering a demonic secret awaiting them perennially in the cellar - with unholy pleasures, fear feasting and a brute for all who cross its' path."
3436,884,93.0,4.0,2253,"A fashion model, living in London, attends a dinner party in the country side. Her ""friend"" just leaves and she's stuck there. She's drugged, abused and filmed. She tries to escape and is chained. Who'll help?"
3437,3348,93.0,4.0,2253,"A fashion model, living in London, attends a dinner party in the country side. Her ""friend"" just leaves and she's stuck there. She's drugged, abused and filmed. She tries to escape and is chained. Who'll help?"
3438,3349,53.0,6.6,2308,"An anthology of three original shorts written and directed by Hiromasa Yonebayashi, Yoshiyuki Momose and Akihiko Yamashita."
3439,3350,82.0,4.2,7067,A vision of augmented reality.
3440,3351,10.0,6.5,459,"A free-spirited singer whose love of music has him performing on the streets, Kang In Soo's life revolves completely around music. Supported by his friends, In Soo hopes to someday turn his... See full summary »"
3441,3352,24.0,6.6,334,"Once upon a time, there was a kingdom of fairy tales called ""Märchenland"", where many fairy tale characters live together in joy. Suddenly, the evil emperor Pierrot made an invasion on ... See full summary »"
3442,3353,65.0,8.0,6989,"John Mulaney relays his childhood and Saturday Night Live (1975), eviscerates the value of college, and laments getting older in this comedy special. Other topics include the church, his family, President Trump and pedophiles abducting kids."
3443,3354,,8.3,295,"Story of Hong Gil Dong, often said to be Robin Hood of Korea during Joseon Dynasty."
3444,3355,23.0,8.3,1829,"Behind every powerful image is a powerful story. Uniting exploration, photography and the natural world, Tales By Light follows photographers from Australia and around the world as they push the limits of their craft."
3445,3356,97.0,3.1,1197,The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfolding drama. One Night Stand explores the hypocritical world we live in. What is it that Urvil wants?
3446,3357,,,,"When a young girl accidentally destroys the mixtape that belonged to her mother, she sets out to track down each of the obscure songs on the cassette."
3447,3358,122.0,7.2,1169,"Four high school buddies -- a director, a temp worker, an insurance salesman, and a paper craftsman -- grapple with unfulfilled dreams amid middle age ennui."
3448,3359,,6.7,510,Reggie's dream is to be a kid forever. Her dream is so powerful that it creates its own fantasy world of perpetual youth.
3449,3360,,6.9,245,15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.
3450,3361,69.0,7.6,1927,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll."
3451,3362,29.0,3.8,3806,"It follows the life of Beanie, a young girl, who decides to run from her very comfortable life and pursue a career in stand-up comedy."
3452,3363,,6.9,524,A woman who grows up in the shadow of her mafia-affiliated father. She defies his wishes and takes a gig as an undercover bodyguard for a famous actress.
3453,3364,,,,"The bear siblings, Grizz, Panda and Ice Bear, in different locations around the world, on their journey to find a perfect permanent home."
3454,3365,97.0,3.3,2057,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in Baton Rouge, the ... See full summary »"
3455,3366,26.0,7.8,2220,"Part cooking show, part sitcom in the vein of the Addams Family and the Muppet Show set inside the enchanted home of Christine McConnell, who has attracted hundreds of thousands of social media followers with her creepy edible creations."
3456,3367,40.0,6.2,440,A story about the lifestyles of women whose lives intersect in this world dominated by social media.
3457,3368,110.0,5.0,604,"Boi is a young man starting out in a new job as a chauffeur. While anxiously waiting for news from his girlfriend regarding a decision that could change both their lives, he must accompany ... See full summary »"
3458,3369,105.0,5.9,3076,A former con man must be back to his old habits to save his older brother and niece from his ex boss and mentor.
3459,3370,45.0,7.7,172,"Provoked by the actions of a seemingly sly human, an ancient snake spirit takes on a human form, in order to prove him a fraud. Convinced she's doing the world a favor, Bai Su Zhen ... See full summary »"
3460,3371,65.0,6.3,236,"A woman has a chance for success, but falls into a bottomless pit of her life. She looks for ways to find happiness through her circumstance."
3461,3372,97.0,7.5,8590,"100 pounds overweight, loaded up on steroids and suffering from a debilitating autoimmune disease, Joe Cross is at the end of his rope and the end of his hope. In the mirror he saw a 310lb ... See full summary »"
3462,3373,23.0,6.5,356,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.
3463,3374,126.0,6.5,229,"A judge decides to dedicate his life to go after the members of the Ndranghtea-mafia, when he meets a young heir who longs for a life without criminality."
3464,3375,,,,"The legendary cast of SCTV are reunited, recounting stories from the famed 70's and 80's sketch comedy show. Hosted by Jimmy Kimmel."
3465,3376,,,,"A weekend getaway to Croatia that goes awry when a woman is accused of killing her best friend. As she attempts to clear her name and uncover the truth, her efforts unearth a painful secret."
3466,3377,65.0,7.7,500,A drama about the dreams and love of classical music students who find their own happiness after wandering between talent and reality.
3467,3378,11.0,6.6,76,"Five students of the Rescue Bots Training Academy from Cybertron -- Hot Shot, Whirl, Medix, Hoist and Wedge -- learn to respond to emergency situations and become heroes."
3468,3379,1.0,7.2,197,
3469,3380,89.0,3.1,416,"Former special ops soldier, Laura Bishop, shows up for work at the largest church in America and is forced to take down a team of hijackers when she learns her daughter is trapped inside."
3470,3381,22.0,7.1,653,"In the wake of her father's disappearance, 16-year-old Dylan Blake falls in with the wrong crowd, gets arrested, and earns court-ordered community service volunteering at Open Heart ... See full summary »"
3471,3382,120.0,5.4,662,"Byun, whilst a good fighter, is constantly ridiculed by the village women for his tiny 'package.' However, this ends when a monk provides Byun with a massive penis and amazing sexual ... See full summary »"
3472,3383,121.0,7.2,13811,Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
3473,3384,40.0,5.4,79,"This series has a Middle Eastern ""Romeo & Juliet"" theme. Juman and Hisham fall in love and marry, against their families' advice. With familial pressures and differences in their understanding, their love is sorely tested."
3474,3385,20.0,6.7,2333,"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth."
3475,3386,103.0,6.9,1001,"A compassionate divorce lawyer and her callous male co-worker find themselves reconsidering their beliefs on love, marriage, ambition and each other as they go head-to-head over the coveted position of partner in their legal firm."
3476,3387,,,,"A newly engaged hotel heiress gets into an accident and, suffering from amnesia, finds herself in the care of a handsome lodge owner and his precocious daughter in the days leading up to Christmas."
3477,3388,104.0,5.2,1361,"The plan was easy; the job was not. On a snowy night a tight crew of four criminals plan to pull off a routine heist. When things go horribly wrong, friendship, loyalty and trust are pushed to the limit."
3478,3389,,7.1,66,In a small Western town a young girl from the city forms a tight bond with wild horse Spirit while having adventures with her friends.
3479,3390,113.0,7.7,6897,Chronicles three underprivileged students from inner-city Memphis and their volunteer coach who tries to help them beat the odds on and off the field.
3480,3391,65.0,7.8,1197,The crown-prince of South Korea is forced to work alongside a female North Korean military officer. Political and emotional complications lead to an uneasy marriage engagement.
3481,3392,115.0,8.0,3650,"This documentary chronicles the life of Polish-American artist Stanislav Szukalski (1893-1987) from his early years in Chicago, to his time in Poland and Los Angeles, and his artistic and political contributions to the world."
3482,3393,151.0,6.2,881,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.
3483,3394,110.0,6.3,1450,"In 1959, a young journalist ventures to Havana, Cuba to meet his idol, the legendary Ernest Hemingway who helped him find his literary voice, while the Cuban Revolution comes to a boil around them."
3484,3395,23.0,7.8,675,"Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and somehow he stumbled into the bicycle club."
3485,3396,109.0,6.3,394,"After leaving the military, Hassan returns home to help his sister settle a debt to the local gang boss. To do so they must team up to fight the gangster's son and daughter in the ring."
3486,3397,99.0,6.2,2056,"A new pastor arrives in a stark Vermont village and is intrigued by crippled, misshapen Ethan Frome living on an isolated, hardscrabble farm with his sickly wife Zeena."
3487,3398,24.0,7.4,787,Naruto SD: Rock Lee & His Ninja Pals is story of Rock Lee's adventures from Rock Lee's perspective.
3488,3399,,7.8,62,
3489,3400,117.0,5.8,1725,An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.
3490,3401,82.0,6.8,924,The film chronicles the attempt of the team to take back Unato castle.
3491,3402,105.0,7.2,3845,"As WWII comes to an end, a group of Buchenwald's emaciated prisoners risk their lives for the safety of the camp's youngest inmate: a four-year-old Auschwitz-born Jewish prisoner. Is there a future for the Buchenwald boy?"
3492,3403,24.0,5.4,664,"Waking up in a strange virtual world with no recollection of the past, Hakuno finds himself forced to fight for survival in a war he does not understand for a prize beyond value; the ... See full summary »"
3493,3404,54.0,6.9,547,"Daimon Michiko is a freelance surgeon who wanders from hospital to hospital because the harsh environment led many doctors to retire. However, Michiko doesn't look like a doctor at all with her flashy clothes and eccentric attitude."
3494,3405,30.0,6.0,1995,"Chelsea Handler interviews celebrities, academics, and professionals in her new show on Netflix."
3495,3406,111.0,5.8,1101,"Alex, an advertising creative, wants to be a dad at any cost, but his wife is a lawyer on top of her career and being a mother isn't part of her plans. An unexpected guest will challenge their love."
3496,3407,102.0,6.5,1938,"Shattered after the brutal assault by two rapists in her house, a young mother of two decides to keep her ordeal secret from her unsuspecting husband."
3497,3408,45.0,7.7,103,A love story between an accomplished career woman and a younger man. He Fan Xing's company is at risk of being acquired while her relationship with Yuan Song faces societal pressures due to... See full summary »
3498,3409,96.0,6.6,2409,It has been two years since John Falk and Frank Wagner broke their cooperation and Frank stopped working undercover for the police. Frank has just had: Re-opening of his bar when his former... See full summary »
3499,3410,92.0,5.1,943,"Matt's life is racing out of control - all he wants to do is pass the bar exam and win back his girlfriend, but his boss wants him to house-sit while he's studying, the boss's kids want a ... See full summary »"
3500,3411,24.0,7.3,581,Five hundred years have passed since the humans went extinct at the hands of the fearsome and mysterious 'Beasts.' The surviving races now make their homes up on floating islands in the sky... See full summary »
3501,3412,106.0,6.8,2931,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.
3502,3413,41.0,6.4,1587,A post-apocalyptic anime music film featuring Sturgill Simpson's album with the same name as its soundtrack.
3503,3414,83.0,5.4,3905,"Worried that he has gotten the free-spirited Mindy pregnant after an unprotected one-night stand, Fred feigns romantic interest and sticks by her side for twelve hours to make sure she takes both doses of the morning-after pill."
3504,3415,150.0,8.5,2107,"In a ""nation of middle-class"" the IIT dream involves clearing the world's toughest public exam for guaranteed lifelong success. Life is not an exam though. It's a hustle, one that nobody trains them for. The result? Eternal tumult."
3505,3416,35.0,7.8,253,The story of Sungwoon Department Store's team who works for VIP clients which constitute 1% of their customers. One day after a receiving a text message of her husband's infidelity from an ... See full summary »
3506,3417,137.0,7.5,6574,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement."
3507,3418,74.0,6.0,9021,"Gerrie, Richard, Rikkert, Robbie and Barry from Maaskantje are in a big fight with the village of Schijndel. When a zombie kills someone from Brabant, things get out of hand."
3508,3419,180.0,7.7,1469,"This third installment to ""Tales of the City"" finds Mary Ann Singleton struggling to advance in her new career as a TV personality, while Michael Tolliver is playing the field after his ... See full summary »"
3509,3420,93.0,8.1,4784,"Coral reefs around the world are vanishing at an unprecedented rate. A team of divers, photographers and scientists set out on a thrilling ocean adventure to discover why and to reveal the underwater mystery to the world."
3510,3421,14.0,8.1,376,"Shaun is the center of adventure and excitement at Mossy Bottom Farm for a sixth series on Netflix. The series introduces four new characters to Mossingham: Stash, Rita and new rival Farmer Ben, and his Afghan hound, Lexi."
3511,3422,,,,"A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner a Mercenary outlaw also known as a Cyberpunk."
3512,3423,140.0,5.3,3524,"After a powerful businessman has her baby forcefully aborted, Kaavya Krishna uses her body as a sexual weapon to destroy his empire, brick by brick."
3513,3424,94.0,6.0,2136,An 11-year-old boy gets a crash course in what it means to be a man when he spends a day with the ex-convict uncle he idolizes.
3514,3425,81.0,7.1,3093,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer."
3515,3426,30.0,5.7,171,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series."
3516,3427,,7.2,335,Cha Dong-Tak is a detective in pursuit of justice. A swindler's spirit takes possession of his body. The detective and swindler's spirit cooperate to solve cases. The detective falls in love with a reporter.
3517,3428,84.0,6.6,1530,Jim Slater seeks a survivor of the Apache ambush his father died in.
3518,3429,89.0,8.5,1178,"Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture."
3519,3430,151.0,7.3,7367,A businessman who is trying hard to be a good father to his daughter has a run-in with malevolent policeman.
3520,3431,114.0,6.0,1053,"Ib and Boum decide to commit suicide together in Bangkok in 1997. After reneging on the promise, the vengeful ghost of Ib returns 20 years later to haunt Boum and her 15 year old daughter, Bell."
3521,3432,40.0,6.6,3209,Author Marie Kondo offers tips on the art of keeping your home and workspace tidy and organized.
3522,3433,125.0,5.6,834,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good."
3523,3434,,,,Esso is caught in a deadly feud and on the verge of expulsion when he realizes he has an unexpected gift: access to a world where he can see glimpses of the past and the future.
3524,3435,104.0,6.8,593,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.
3525,3436,,3.9,1349,"A funny science series that offers an inside look into the lives of the planet's most intriguing animals, with narration provided by a cast of quirky animal creatures, as well as Mother Nature herself."
3526,3437,95.0,4.6,865,A contemporary take on Cinderella's tale.
3527,3438,,,,Follows a gunslinger who teams up with the elite warrior Princess Zenebe rescue the country's kidnapped regent from an ancient evil.
3528,3439,36.0,6.0,531,"When Shibuya City is time-warped to 2388, a group of high school students is conscripted by an AHRV agent to fight off the hostile cyborg race called revisions, with the help of giant robot monsters."
3529,3440,133.0,7.7,6835,Soldiers from both sides of the Korean divide live among villagers who know nothing of the war.
3530,3441,,,,A mixed-race master of the sword named Erskine lives a life in disguise while seeking revenge in Edo-period Japan.
3531,3442,104.0,6.1,1572,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader."
3532,3443,47.0,7.0,1085,"A sequel to the much loved Angela's Christmas, Angela's Christmas Wish is a heart-warming tale of a determined little girl who sets out to reunite her family in time for Christmas."
3533,3444,125.0,6.7,2454,Phobia 2 is composed of five short movie segments directed by five of the best directors of Thai horror films. A teenager who committed a crime goes to a sacred place for meditation and ... See full summary »
3534,3445,,8.0,1020,A confident gay freshman at an engineering school relentlessly seduces the closeted mentoring junior who bullies him.
3535,3446,65.0,8.1,628,"Jang Tae San is a man who has been living a meaningless life and never thinks toward his future. He is on the run after being falsely accused of murder. Furthermore, he discovers that he ... See full summary »"
3536,3447,75.0,6.5,1259,"In the small Central California town where they grew up, two estranged gay brothers struggle to reconnect after the recent death of their father."
3537,3448,23.0,6.0,487,"Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries."
3538,3449,119.0,6.4,218,"While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work - but her arranged marriage stands in the way."
3539,3450,23.0,7.1,550,"A being calling itself ""Hyper Agent Gridman"" contacts high schooler Yuta through an old computer, recruiting him in the fight against impending terror."
3540,3451,40.0,7.3,1210,"In April 1991, Detlev Rohwedder, the head of Treuhand, the East German Privatization and Restructuring Agency, was assassinated in Dusseldorf. This documentary details the strange evidence recovered."
3541,3452,,5.7,423,"Home cooks compete to transform leftovers into delicious creations, finding ways to give old leftovers new life, all in the hopes of winning a $10,000 prize."
3542,3453,,,,"A famed American author, Sophie, who travels to Scotland and finds herself wanting to buy a castle, but the prickly owner, a Scottish Duke named Myles, is reluctant to sell to a foreigner."
3543,3454,50.0,6.7,1525,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film."
3544,3455,87.0,6.9,1619,"Hector has been living on the motorways for years. His once comfortable family life has been replaced by a never-ending tour of service stations that offer him shelter, anonymity, washing ... See full summary »"
3545,3456,,,,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion."
3546,3457,,7.4,484,"Set in the 18th-century Joseon, it tells the story of Crown Prince Lee Sun and his fight against a powerful and wealthy organization Pyunsoo hwe, who controls the country behind the scenes.... See full summary »"
3547,3458,30.0,7.1,1447,"Explores the furthest reaches of the internet and the people who frequently use it, providing a revealing and cautionary look inside a vast cyber netherworld."
3548,3459,83.0,4.7,4262,A journalism student tracks a killer with the help of her detective father and a therapist.
3549,3460,138.0,6.4,3183,"After forsaking his family and religion, a husband finds his wife is demoniacally possessed."
3550,3461,35.0,4.7,7070,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship."
3551,3462,104.0,5.5,1516,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.
3552,6296,104.0,5.5,1516,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.
3553,3463,,,,TV prequel to the 1974 film 'Chinatown'.
3554,3464,121.0,7.5,964,"Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families."
3555,3465,59.0,8.3,1358,Produced and presented as evidence at the Nuremberg war crimes trial of Hermann Göring and twenty other Nazi leaders.
3556,3466,73.0,6.5,1178,"The students of Canterlot High come to a summer camp where there are odd counselors, strange phenomena and, hidden agendas."
3557,3467,,8.6,263,"Molang and Piu Piu are invited to a party. They dress themselves up, but Piu Piu's kiss curl might prevent them from going out. Fortunately, Molang has an idea."
3558,3468,114.0,5.7,3715,A gang of friends decide to take justice into their own hands.
3559,3469,89.0,6.9,3184,A drifter working as foreman for an iron-fist female rancher must chose sides between his attractive employer and the other neighboring settlers who are mistreated by her.
3560,3470,124.0,7.6,4067,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America."
3561,3471,126.0,6.4,1822,"The film actions unfold in 1971, telling about the four days of life of famous writer Sergei Dovlatov. The film raises the eternal issue of the Russian and European culture - the issue of moral choice."
3562,3472,,,,Plot under wraps.
3563,3473,89.0,5.9,3965,"On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon."
3564,3474,39.0,7.2,433,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World."
3565,3475,102.0,6.4,2106,"Hardened by years in foster care, a teenage girl from Brooklyn's Brownsville neighborhood decides that joining the boys wrestling team is the only way back to her estranged father."
3566,3476,103.0,7.8,1872,"In the final movie about Swedish special force policeman Johan Falk, he tries to solve the problem with the Eastern European mafia, who is threatening his family. Meanwhile, his co-workers ... See full summary »"
3567,3477,40.0,7.4,623,"Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script what happens next is up to them."
3568,3478,,,,TV series adaptation of the popular video game 'Splinter Cell'.
3569,3479,,6.6,60,"Benjamin lives alone, with his family living in America pressuring him to move there with him. He learns his old neighbor and childhood friend, Jimson, is moving back home to spend Enhanced... See full summary »"
3570,3480,88.0,5.3,3615,"A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch."
3571,3481,30.0,7.3,625,"Yoo Hyun-Jae is a member of a popular idol group. He has a lot of fans and he is a scandal maker. Meanwhile, Lee Ji-Hoon is an aspiring singer. He pretends to be studying for his civil ... See full summary »"
3572,3482,,7.0,452,A thirty-year-old woman develops a connection with a teenage boy half her age.
3573,3483,20.0,8.0,184,A group of kids discover stories around their city by communicating directly with the ghosts who inhabit it.
3574,3484,30.0,6.9,560,"When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey."
3575,3485,107.0,4.4,1155,Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga ... See full summary »
3576,3486,58.0,4.3,785,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.
3577,3487,66.0,8.3,391,"Ahn Joong-Hee (Lee Joon) is an actor who used to be a member of an idol group. One day, he appears in front of a family who consists Byun Han-Soo and Na Young-Sil and their 4 children ... See full summary »"
3578,3488,30.0,6.2,844,"Explores the possibility of hidden creatures through ""found footage"" videos and information provided by experts."
3579,3489,73.0,4.0,661,A group of outlaws search for a mountain treasure and experience the supernatural powers of a full moon.
3580,3490,99.0,7.1,1751,GSI (Group of Special Investigations) investigates a weapon deal made by the mafia. GSI sends in an undercover agent to investigate what the mafia is up to. At the same time Johan Falk confronts a mysterious woman who threatens his family.
3581,3491,70.0,7.0,460,"Our heroine will have the unfortunate ability to see the ""life clocks"" of everyone around her, including herself, and the hero will somehow be able to stop her ""time"" without lifting a ... See full summary »"
3582,3492,65.0,7.6,303,"Coming-of-age drama about 18-year-olds, taking a realistic look into the moments of their lives, moments that all of us might have experienced at one time or another. Ong Seong Woo plays ... See full summary »"
3583,3493,60.0,6.2,979,"In the cutthroat world of pro soccer, a club lives and dies by the stars on its under-21 team. They are the future and lifeblood of any franchise, but most will never make it. 21 THUNDER is... See full summary »"
3584,3494,83.0,4.8,1210,"This time, horror comes fron the other side."
3585,3495,,8.6,812,"In the corrupted city of Paxtown, boxer Richard Aldana becomes the protector of Siri, a young orphaned wanted by mysterious and monstrous superhumans."
3586,3496,90.0,6.0,1442,"The fake story of the art found beneath the depths of the ocean from a 2,000 year old ship wreck. Damien Hirst and the crew recount the moments various discoveries are made, the myths and legends surrounding the find."
3587,3497,109.0,5.8,785,"Explores Arjie's sexual awakening from a young boy to a teenager who falls in love with a male classmate, just as political tensions escalate between the Sinhalese and Tamils in the years leading up to the 1983 uprisings."
3588,3498,,8.1,823,Aoi will never forget how she felt the day her high school animation club's labor of love was shown at the cultural festival. The sense of awe and the feeling of accomplishment that came ... See full summary »
3589,3499,55.0,8.3,2590,"Documentary chronicling the terrorist attacks in Paris on November 13, 2015."
3590,3500,30.0,6.6,267,"In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing."
3591,3501,80.0,7.3,2710,"Seventy years after WWII, Oskar Gröning, one of the last surviving members of the SS, goes on trial as an accessory to the murder of 300,000 people at the Auschwitz concentration camp."
3592,3502,23.0,7.0,495,"After a long and treacherous journey, our Hero finally arrives at the Dark Lady's castle only to find himself being asked for help. The Hero explains how the war that the demons have ... See full summary »"
3593,3503,,,,"Princess Elodie who thinks she is marrying Prince Henry, but then discovers she's actually about to be sacrificed to a dragon, setting up a head-to-head battle with the fire-breather."
3594,3504,,7.7,209,"A story that follows Wang Lu, a young genius, who enters the Spirit Blade Sect and embarks on an unconventional journey towards immortal cultivation. The Spirit Blade Sect was established ... See full summary »"
3595,3505,82.0,5.8,1154,American G.I.s who trespass on a Hindu ceremony are hunted down by a beautiful woman who has the power to transform herself into a cobra.
3596,3506,,6.6,205,"A boy, expelled from his old school, transfers to a private academy, only to find its female students armed and on the defense, with his only chance at survival being to crossdress."
3597,3507,60.0,7.5,1056,"For years the Mossad, Israel's legendary foreign intelligence agency, has been sealed off to the media. Now, for the first time since its founding, a dozen of Mossad's former spies give us ... See full summary »"
3598,3508,,6.8,1057,"Four sisters celebrate Christmas in their family home at 3 different times in their lives: teen-hood, adulthood and elderly age."
3599,3509,22.0,6.4,1234,Spider-Man and Marvel's Super Heroes take on a mischievous Loki and a team of super villains in an all-new LEGO adventure
3600,3510,,,,A debauchery-filled gathering for five friends turns into a test of friendship and a web of suspicion when a dead body is found in their rented home.
3601,3511,112.0,3.7,7092,"A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript."
3602,3512,95.0,5.6,1798,"This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything, except how to talk to women."
3603,3513,87.0,6.0,717,"Ely is 17 years old. After school, she works few hours at a pet shop. When Ely learns that she is pregnant, her inner world explodes even though she tries to go on with her daily routine as... See full summary »"
3604,3514,99.0,7.6,2374,A look at the unforeseen consequences of advanced technological devices used in the medical field.
3605,3515,,,,"In the not-so-distant future, Earth's scientists send a fleet of genetically enhanced dogs to explore the galaxy in search of a new planet to call home."
3606,3516,70.0,7.6,440,"This drama is about Jo Gang-ja, a mother who was known as a tough girl in high school. Her daughter Ah-ran is bullied at school and when Gang-ja finds out, she makes it her responsibility ... See full summary »"
3607,3517,,7.6,442,"Archival video and new interviews provide an investigative look at Mexican politics in 1994, a year marked by the assassination of Luis Donaldo Colosio."
3608,3518,94.0,6.7,2459,"Fred Daly returns to Ireland with nowhere to live but his car. Then dope-smoking 21-year-old Cathal parks beside him, and brightens up his lonely world. Encouraged by Cathal, Fred meets ... See full summary »"
3609,3519,180.0,7.2,1655,"Political drama series about a marriage between two politicians, and what happens when the wife's career starts to overshadow her husband's."
3610,3520,31.0,7.0,628,"You drive the action in this interactive adventure, helping Carmen save Ivy and Zack when V.I.L.E. captures them during a heist in Shanghai."
3611,3521,,,,"A young man, who stands accused of murder. The evidence is overwhelming. But at his trial, this man tells an extraordinary story."
3612,3522,23.0,8.2,85,"Despite the bar's uninviting name, two sisters warmly welcome their patrons with tasty food and sake, just like their parents did before them."
3613,3523,,,,
3614,3524,30.0,5.6,1401,"Three gay co-workers at a department store lead double lives as superhero drag queens, fighting crime and other forces like an evil drag queen and a conservative politician."
